order_id,customer_id,order_status,order_status_text,order_date,required_date,shipped_date,store_id,staff_id
117,740,4,Delivered / Shipped,10-03-2016,13-03-2016,11-03-2016,2,6
118,577,4,Delivered / Shipped,12-03-2016,14-03-2016,13-03-2016,1,2
119,925,4,Delivered / Shipped,12-03-2016,14-03-2016,14-03-2016,2,7
120,327,4,Delivered / Shipped,14-03-2016,15-03-2016,17-03-2016,2,7
121,755,4,Delivered / Shipped,14-03-2016,15-03-2016,16-03-2016,2,6
122,786,4,Delivered / Shipped,14-03-2016,16-03-2016,15-03-2016,2,6
123,766,4,Delivered / Shipped,15-03-2016,18-03-2016,17-03-2016,2,6
124,403,4,Delivered / Shipped,16-03-2016,18-03-2016,17-03-2016,1,3
125,685,4,Delivered / Shipped,16-03-2016,19-03-2016,17-03-2016,2,6
126,1365,4,Delivered / Shipped,16-03-2016,18-03-2016,18-03-2016,2,7
127,484,4,Delivered / Shipped,17-03-2016,18-03-2016,19-03-2016,3,8
128,86,4,Delivered / Shipped,18-03-2016,20-03-2016,21-03-2016,2,6
129,84,4,Delivered / Shipped,19-03-2016,21-03-2016,21-03-2016,2,7
130,1049,4,Delivered / Shipped,19-03-2016,22-03-2016,20-03-2016,2,6
131,316,4,Delivered / Shipped,19-03-2016,22-03-2016,20-03-2016,3,8
132,46,4,Delivered / Shipped,20-03-2016,22-03-2016,23-03-2016,1,3
133,409,4,Delivered / Shipped,20-03-2016,22-03-2016,21-03-2016,2,7
134,679,4,Delivered / Shipped,20-03-2016,21-03-2016,21-03-2016,2,7
135,1354,4,Delivered / Shipped,21-03-2016,23-03-2016,23-03-2016,2,7
136,1192,4,Delivered / Shipped,21-03-2016,24-03-2016,23-03-2016,3,8
137,370,4,Delivered / Shipped,23-03-2016,26-03-2016,25-03-2016,2,7
138,438,4,Delivered / Shipped,23-03-2016,24-03-2016,25-03-2016,2,7
139,710,4,Delivered / Shipped,23-03-2016,24-03-2016,26-03-2016,2,7
140,1264,4,Delivered / Shipped,23-03-2016,26-03-2016,26-03-2016,2,7
141,557,4,Delivered / Shipped,25-03-2016,27-03-2016,26-03-2016,2,7
142,170,4,Delivered / Shipped,26-03-2016,27-03-2016,27-03-2016,1,3
143,693,4,Delivered / Shipped,26-03-2016,28-03-2016,28-03-2016,2,7
144,1124,4,Delivered / Shipped,26-03-2016,29-03-2016,29-03-2016,2,7
145,366,4,Delivered / Shipped,27-03-2016,29-03-2016,30-03-2016,2,6
146,288,4,Delivered / Shipped,28-03-2016,30-03-2016,30-03-2016,1,3
147,55,4,Delivered / Shipped,28-03-2016,31-03-2016,31-03-2016,2,7
148,714,4,Delivered / Shipped,28-03-2016,30-03-2016,30-03-2016,2,6
149,763,4,Delivered / Shipped,28-03-2016,30-03-2016,29-03-2016,2,6
150,332,4,Delivered / Shipped,29-03-2016,31-03-2016,01-04-2016,1,2
151,926,4,Delivered / Shipped,29-03-2016,01-04-2016,31-03-2016,1,2
152,76,4,Delivered / Shipped,29-03-2016,30-03-2016,30-03-2016,2,6
153,498,4,Delivered / Shipped,30-03-2016,02-04-2016,01-04-2016,2,6
154,1286,4,Delivered / Shipped,31-03-2016,01-04-2016,01-04-2016,1,2
155,371,4,Delivered / Shipped,02-04-2016,03-04-2016,04-04-2016,2,6
156,357,4,Delivered / Shipped,03-04-2016,06-04-2016,05-04-2016,1,3
157,43,4,Delivered / Shipped,03-04-2016,06-04-2016,06-04-2016,3,8
158,117,3,Rejected,04-04-2016,04-04-2016,NULL,3,9
159,32,4,Delivered / Shipped,04-04-2016,06-04-2016,06-04-2016,1,2
160,205,4,Delivered / Shipped,04-04-2016,06-04-2016,06-04-2016,2,7
161,251,4,Delivered / Shipped,04-04-2016,07-04-2016,05-04-2016,2,7
162,31,4,Delivered / Shipped,06-04-2016,08-04-2016,07-04-2016,1,3
163,1325,4,Delivered / Shipped,06-04-2016,07-04-2016,07-04-2016,2,7
164,610,4,Delivered / Shipped,07-04-2016,08-04-2016,09-04-2016,2,7
165,574,4,Delivered / Shipped,08-04-2016,10-04-2016,10-04-2016,1,3
166,338,4,Delivered / Shipped,08-04-2016,11-04-2016,11-04-2016,2,6
167,1034,4,Delivered / Shipped,08-04-2016,09-04-2016,11-04-2016,2,7
168,1147,4,Delivered / Shipped,09-04-2016,12-04-2016,11-04-2016,1,3
169,99,4,Delivered / Shipped,10-04-2016,11-04-2016,11-04-2016,2,7
170,1200,4,Delivered / Shipped,10-04-2016,11-04-2016,13-04-2016,2,7
171,237,4,Delivered / Shipped,11-04-2016,14-04-2016,14-04-2016,1,3
172,1079,4,Delivered / Shipped,11-04-2016,12-04-2016,14-04-2016,2,7
173,117,4,Delivered / Shipped,11-04-2016,14-04-2016,13-04-2016,3,8
174,1361,4,Delivered / Shipped,12-04-2016,13-04-2016,15-04-2016,2,7
175,951,4,Delivered / Shipped,13-04-2016,14-04-2016,14-04-2016,2,6
176,643,4,Delivered / Shipped,15-04-2016,16-04-2016,17-04-2016,2,7
177,121,4,Delivered / Shipped,16-04-2016,19-04-2016,19-04-2016,1,2
178,756,4,Delivered / Shipped,16-04-2016,17-04-2016,18-04-2016,2,6
179,616,4,Delivered / Shipped,17-04-2016,19-04-2016,19-04-2016,2,6
180,918,4,Delivered / Shipped,17-04-2016,20-04-2016,19-04-2016,2,7
181,459,4,Delivered / Shipped,18-04-2016,20-04-2016,20-04-2016,1,3
182,854,4,Delivered / Shipped,18-04-2016,19-04-2016,20-04-2016,2,6
183,22,4,Delivered / Shipped,19-04-2016,20-04-2016,20-04-2016,2,7
184,134,4,Delivered / Shipped,19-04-2016,21-04-2016,22-04-2016,2,7
185,24,3,Rejected,20-04-2016,20-04-2016,NULL,1,2
186,1127,4,Delivered / Shipped,21-04-2016,22-04-2016,24-04-2016,2,6
187,183,4,Delivered / Shipped,22-04-2016,23-04-2016,24-04-2016,2,6
188,390,4,Delivered / Shipped,22-04-2016,23-04-2016,25-04-2016,2,6
189,1288,4,Delivered / Shipped,23-04-2016,24-04-2016,26-04-2016,1,2
190,98,4,Delivered / Shipped,23-04-2016,25-04-2016,25-04-2016,2,6
191,919,4,Delivered / Shipped,27-04-2016,28-04-2016,28-04-2016,1,2
192,728,4,Delivered / Shipped,27-04-2016,28-04-2016,29-04-2016,2,7
193,1366,4,Delivered / Shipped,28-04-2016,30-04-2016,30-04-2016,1,3
194,558,4,Delivered / Shipped,28-04-2016,30-04-2016,01-05-2016,2,7
195,727,4,Delivered / Shipped,28-04-2016,01-05-2016,01-05-2016,2,7
196,1247,4,Delivered / Shipped,28-04-2016,30-04-2016,01-05-2016,2,6
197,127,4,Delivered / Shipped,30-04-2016,03-05-2016,03-05-2016,2,7
198,640,4,Delivered / Shipped,01-05-2016,04-05-2016,03-05-2016,2,6
199,760,4,Delivered / Shipped,01-05-2016,04-05-2016,04-05-2016,2,7
200,1074,4,Delivered / Shipped,01-05-2016,03-05-2016,03-05-2016,2,6
201,280,4,Delivered / Shipped,01-05-2016,04-05-2016,02-05-2016,3,9
202,600,4,Delivered / Shipped,03-05-2016,05-05-2016,04-05-2016,1,2
203,1102,4,Delivered / Shipped,03-05-2016,05-05-2016,06-05-2016,3,9
204,591,4,Delivered / Shipped,04-05-2016,07-05-2016,06-05-2016,2,7
205,635,4,Delivered / Shipped,04-05-2016,05-05-2016,06-05-2016,2,6
206,743,4,Delivered / Shipped,04-05-2016,06-05-2016,05-05-2016,3,9
207,105,4,Delivered / Shipped,05-05-2016,07-05-2016,07-05-2016,2,7
208,815,4,Delivered / Shipped,06-05-2016,07-05-2016,09-05-2016,2,7
209,514,4,Delivered / Shipped,07-05-2016,08-05-2016,08-05-2016,2,6
210,943,4,Delivered / Shipped,07-05-2016,08-05-2016,09-05-2016,2,6
211,1140,4,Delivered / Shipped,07-05-2016,09-05-2016,08-05-2016,2,6
212,1373,4,Delivered / Shipped,08-05-2016,09-05-2016,11-05-2016,2,6
213,788,4,Delivered / Shipped,08-05-2016,09-05-2016,09-05-2016,3,8
214,363,4,Delivered / Shipped,10-05-2016,12-05-2016,11-05-2016,2,6
215,1420,4,Delivered / Shipped,10-05-2016,13-05-2016,12-05-2016,2,7
216,267,4,Delivered / Shipped,11-05-2016,14-05-2016,13-05-2016,1,3
217,716,4,Delivered / Shipped,11-05-2016,12-05-2016,14-05-2016,2,7
218,1179,4,Delivered / Shipped,12-05-2016,14-05-2016,14-05-2016,2,7
219,1338,4,Delivered / Shipped,12-05-2016,15-05-2016,15-05-2016,2,6
220,1358,4,Delivered / Shipped,12-05-2016,14-05-2016,15-05-2016,2,6
221,1218,4,Delivered / Shipped,13-05-2016,16-05-2016,14-05-2016,1,2
222,51,4,Delivered / Shipped,13-05-2016,16-05-2016,14-05-2016,2,6
223,1368,4,Delivered / Shipped,15-05-2016,16-05-2016,17-05-2016,2,7
224,157,4,Delivered / Shipped,17-05-2016,18-05-2016,19-05-2016,1,3
225,307,4,Delivered / Shipped,17-05-2016,20-05-2016,19-05-2016,1,3
226,501,4,Delivered / Shipped,17-05-2016,19-05-2016,20-05-2016,1,2
227,489,4,Delivered / Shipped,17-05-2016,18-05-2016,20-05-2016,2,7
228,615,4,Delivered / Shipped,17-05-2016,20-05-2016,20-05-2016,2,7
229,742,4,Delivered / Shipped,19-05-2016,21-05-2016,20-05-2016,2,6
230,1167,4,Delivered / Shipped,19-05-2016,20-05-2016,21-05-2016,2,6
231,1257,4,Delivered / Shipped,19-05-2016,22-05-2016,21-05-2016,2,6
232,1360,4,Delivered / Shipped,20-05-2016,23-05-2016,23-05-2016,1,3
233,737,4,Delivered / Shipped,21-05-2016,22-05-2016,24-05-2016,2,6
234,1435,4,Delivered / Shipped,22-05-2016,24-05-2016,24-05-2016,2,6
235,649,4,Delivered / Shipped,24-05-2016,25-05-2016,25-05-2016,2,6
236,206,4,Delivered / Shipped,25-05-2016,27-05-2016,26-05-2016,2,6
237,1351,4,Delivered / Shipped,25-05-2016,26-05-2016,27-05-2016,2,7
238,1350,4,Delivered / Shipped,26-05-2016,29-05-2016,29-05-2016,2,6
239,13,3,Rejected,27-05-2016,27-05-2016,NULL,3,9
240,65,4,Delivered / Shipped,27-05-2016,29-05-2016,30-05-2016,2,6
241,1082,4,Delivered / Shipped,27-05-2016,29-05-2016,29-05-2016,2,7
242,1168,4,Delivered / Shipped,27-05-2016,30-05-2016,30-05-2016,2,7
243,802,4,Delivered / Shipped,27-05-2016,30-05-2016,28-05-2016,3,8
244,956,4,Delivered / Shipped,28-05-2016,29-05-2016,29-05-2016,2,6
245,223,4,Delivered / Shipped,29-05-2016,31-05-2016,30-05-2016,2,7
246,17,3,Rejected,30-05-2016,30-05-2016,NULL,2,6
247,928,4,Delivered / Shipped,30-05-2016,01-06-2016,01-06-2016,1,3
248,1376,4,Delivered / Shipped,30-05-2016,01-06-2016,31-05-2016,2,7
249,145,4,Delivered / Shipped,01-06-2016,04-06-2016,04-06-2016,2,6
250,150,4,Delivered / Shipped,01-06-2016,02-06-2016,04-06-2016,2,7
251,851,4,Delivered / Shipped,01-06-2016,04-06-2016,04-06-2016,2,7
252,66,4,Delivered / Shipped,01-06-2016,04-06-2016,02-06-2016,3,8
253,1267,4,Delivered / Shipped,02-06-2016,05-06-2016,05-06-2016,2,6
254,510,4,Delivered / Shipped,03-06-2016,06-06-2016,05-06-2016,2,7
255,801,4,Delivered / Shipped,03-06-2016,06-06-2016,05-06-2016,2,7
256,26,4,Delivered / Shipped,04-06-2016,05-06-2016,07-06-2016,2,7
257,1314,4,Delivered / Shipped,05-06-2016,06-06-2016,08-06-2016,1,3
258,107,4,Delivered / Shipped,06-06-2016,07-06-2016,07-06-2016,2,7
259,413,4,Delivered / Shipped,06-06-2016,09-06-2016,09-06-2016,2,7
260,632,4,Delivered / Shipped,06-06-2016,08-06-2016,08-06-2016,2,6
261,1045,4,Delivered / Shipped,08-06-2016,10-06-2016,09-06-2016,1,2
262,579,4,Delivered / Shipped,08-06-2016,11-06-2016,10-06-2016,3,9
263,1322,4,Delivered / Shipped,09-06-2016,10-06-2016,12-06-2016,2,6
264,5,3,Rejected,10-06-2016,10-06-2016,NULL,1,3
265,682,4,Delivered / Shipped,10-06-2016,12-06-2016,11-06-2016,2,7
266,933,4,Delivered / Shipped,10-06-2016,13-06-2016,13-06-2016,2,7
267,282,4,Delivered / Shipped,11-06-2016,14-06-2016,14-06-2016,1,3
268,540,4,Delivered / Shipped,11-06-2016,14-06-2016,12-06-2016,1,3
269,764,4,Delivered / Shipped,12-06-2016,13-06-2016,15-06-2016,2,6
270,879,4,Delivered / Shipped,12-06-2016,15-06-2016,13-06-2016,2,7
271,350,4,Delivered / Shipped,13-06-2016,16-06-2016,14-06-2016,2,7
272,497,4,Delivered / Shipped,15-06-2016,18-06-2016,16-06-2016,2,7
273,1340,4,Delivered / Shipped,16-06-2016,19-06-2016,17-06-2016,2,7
274,411,4,Delivered / Shipped,17-06-2016,20-06-2016,18-06-2016,2,7
275,1341,4,Delivered / Shipped,17-06-2016,19-06-2016,18-06-2016,2,7
276,1227,4,Delivered / Shipped,18-06-2016,19-06-2016,19-06-2016,2,6
277,546,4,Delivered / Shipped,19-06-2016,20-06-2016,20-06-2016,2,7
278,1301,4,Delivered / Shipped,20-06-2016,23-06-2016,21-06-2016,1,3
279,378,4,Delivered / Shipped,21-06-2016,22-06-2016,22-06-2016,2,6
280,638,4,Delivered / Shipped,21-06-2016,22-06-2016,23-06-2016,2,7
281,800,4,Delivered / Shipped,21-06-2016,22-06-2016,23-06-2016,2,7
282,159,4,Delivered / Shipped,22-06-2016,25-06-2016,25-06-2016,3,9
283,181,4,Delivered / Shipped,23-06-2016,26-06-2016,26-06-2016,1,2
284,1356,4,Delivered / Shipped,23-06-2016,25-06-2016,25-06-2016,2,7
285,319,4,Delivered / Shipped,25-06-2016,26-06-2016,27-06-2016,1,2
286,59,4,Delivered / Shipped,25-06-2016,26-06-2016,26-06-2016,2,6
287,133,4,Delivered / Shipped,25-06-2016,26-06-2016,27-06-2016,2,6
288,780,4,Delivered / Shipped,25-06-2016,28-06-2016,28-06-2016,2,6
289,849,4,Delivered / Shipped,27-06-2016,28-06-2016,30-06-2016,2,6
290,202,4,Delivered / Shipped,28-06-2016,29-06-2016,30-06-2016,2,6
291,158,4,Delivered / Shipped,29-06-2016,30-06-2016,01-07-2016,2,6
292,360,4,Delivered / Shipped,29-06-2016,30-06-2016,02-07-2016,3,9
293,573,4,Delivered / Shipped,30-06-2016,03-07-2016,02-07-2016,2,7
294,732,4,Delivered / Shipped,01-07-2016,02-07-2016,02-07-2016,2,7
295,1130,4,Delivered / Shipped,01-07-2016,04-07-2016,04-07-2016,2,7
296,1245,4,Delivered / Shipped,04-07-2016,07-07-2016,06-07-2016,2,6
297,1425,4,Delivered / Shipped,04-07-2016,05-07-2016,06-07-2016,2,7
298,885,4,Delivered / Shipped,04-07-2016,07-07-2016,07-07-2016,3,9
299,281,4,Delivered / Shipped,05-07-2016,06-07-2016,07-07-2016,2,6
300,1205,4,Delivered / Shipped,05-07-2016,08-07-2016,08-07-2016,2,6
301,17,4,Delivered / Shipped,06-07-2016,09-07-2016,08-07-2016,2,6
302,1375,4,Delivered / Shipped,06-07-2016,07-07-2016,09-07-2016,2,6
303,36,4,Delivered / Shipped,07-07-2016,08-07-2016,09-07-2016,2,7
304,230,4,Delivered / Shipped,07-07-2016,08-07-2016,08-07-2016,2,6
305,705,4,Delivered / Shipped,07-07-2016,08-07-2016,08-07-2016,2,7
306,424,4,Delivered / Shipped,09-07-2016,10-07-2016,12-07-2016,2,7
307,695,4,Delivered / Shipped,09-07-2016,11-07-2016,11-07-2016,2,6
308,156,4,Delivered / Shipped,11-07-2016,12-07-2016,14-07-2016,2,6
309,211,4,Delivered / Shipped,11-07-2016,13-07-2016,13-07-2016,2,6
310,627,4,Delivered / Shipped,12-07-2016,13-07-2016,13-07-2016,1,2
311,1400,4,Delivered / Shipped,12-07-2016,14-07-2016,13-07-2016,2,6
312,299,4,Delivered / Shipped,13-07-2016,15-07-2016,16-07-2016,2,6
313,565,4,Delivered / Shipped,14-07-2016,15-07-2016,15-07-2016,3,9
314,1019,4,Delivered / Shipped,15-07-2016,17-07-2016,17-07-2016,2,7
315,1263,4,Delivered / Shipped,16-07-2016,19-07-2016,17-07-2016,2,6
316,670,4,Delivered / Shipped,17-07-2016,20-07-2016,19-07-2016,2,7
317,795,4,Delivered / Shipped,17-07-2016,20-07-2016,19-07-2016,2,7
318,1141,4,Delivered / Shipped,17-07-2016,19-07-2016,20-07-2016,2,7
319,941,4,Delivered / Shipped,18-07-2016,21-07-2016,21-07-2016,2,6
320,1428,4,Delivered / Shipped,19-07-2016,20-07-2016,21-07-2016,1,2
321,568,4,Delivered / Shipped,19-07-2016,22-07-2016,21-07-2016,2,6
322,924,4,Delivered / Shipped,19-07-2016,22-07-2016,20-07-2016,2,6
323,1243,4,Delivered / Shipped,19-07-2016,22-07-2016,21-07-2016,2,6
324,480,4,Delivered / Shipped,20-07-2016,22-07-2016,23-07-2016,2,6
325,848,4,Delivered / Shipped,20-07-2016,21-07-2016,21-07-2016,2,6
326,1337,4,Delivered / Shipped,20-07-2016,21-07-2016,22-07-2016,3,9
327,83,4,Delivered / Shipped,21-07-2016,24-07-2016,22-07-2016,2,6
328,528,4,Delivered / Shipped,23-07-2016,26-07-2016,25-07-2016,2,6
329,274,4,Delivered / Shipped,24-07-2016,27-07-2016,26-07-2016,2,6
330,622,4,Delivered / Shipped,24-07-2016,27-07-2016,27-07-2016,2,6
331,642,4,Delivered / Shipped,24-07-2016,26-07-2016,25-07-2016,2,6
332,659,4,Delivered / Shipped,24-07-2016,26-07-2016,26-07-2016,2,7
333,779,4,Delivered / Shipped,25-07-2016,27-07-2016,26-07-2016,2,6
334,1112,4,Delivered / Shipped,25-07-2016,28-07-2016,27-07-2016,2,7
335,1193,4,Delivered / Shipped,25-07-2016,27-07-2016,26-07-2016,2,6
336,1030,4,Delivered / Shipped,26-07-2016,29-07-2016,27-07-2016,2,7
337,1252,4,Delivered / Shipped,26-07-2016,27-07-2016,28-07-2016,2,7
338,1333,4,Delivered / Shipped,28-07-2016,29-07-2016,30-07-2016,1,3
